735.0,637.0,601.0
352.0,352.0,360.0
298.0,312.0,296.0
271.0,266.0,288.0
258.0,271.0,258.0
238.0,258.0,237.0
222.0,240.0,232.0
215.0,213.0,219.0
212.0,208.0,220.0
195.0,205.0,199.0
187.0,191.0,194.0
193.0,186.0,187.0
181.0,177.0,179.0
168.0,179.0,179.0
169.0,163.0,171.0
163.0,174.0,163.0
166.0,160.0,169.0
166.0,163.0,160.0
160.0,166.0,157.0
166.0,162.0,158.0
155.0,151.0,152.0
156.0,150.0,151.0
149.0,152.0,149.0
154.0,147.0,150.0
157.0,159.0,153.0
152.0,151.0,149.0
149.0,147.0,154.0
147.0,156.0,151.0
146.0,148.0,145.0
153.0,148.0,147.0
147.0,149.0,147.0
142.0,142.0,155.0
147.0,145.0,141.0
152.0,141.0,149.0
146.0,145.0,154.0
144.0,145.0,144.0
143.0,143.0,150.0
145.0,145.0,143.0
147.0,144.0,145.0
156.0,143.0,138.0
141.0,148.0,148.0
145.0,141.0,145.0
125.0,140.0,142.0
138.0,144.0,138.0
135.0,127.0,146.0
141.0,145.0,154.0
143.0,140.0,137.0
146.0,150.0,140.0
150.0,138.0,140.0
145.0,150.0,137.0
147.0,140.0,146.0
138.0,146.0,143.0
142.0,140.0,146.0
145.0,134.0,148.0
143.0,146.0,142.0
145.0,141.0,141.0
145.0,136.0,137.0
141.0,137.0,141.0
140.0,136.0,131.0
144.0,146.0,150.0
141.0,142.0,141.0
140.0,139.0,141.0
141.0,140.0,143.0
130.0,143.0,133.0
137.0,139.0,141.0
138.0,118.0,123.0
132.0,139.0,127.0
142.0,137.0,135.0
144.0,127.0,141.0
134.0,140.0,145.0
140.0,142.0,147.0
129.0,142.0,143.0
130.0,139.0,145.0
147.0,144.0,130.0
145.0,138.0,144.0
142.0,140.0,132.0
146.0,115.0,146.0
143.0,136.0,130.0
145.0,141.0,139.0
138.0,143.0,121.0
139.0,140.0,127.0
141.0,140.0,144.0
140.0,132.0,144.0
123.0,134.0,142.0
143.0,120.0,141.0
133.0,145.0,136.0
145.0,144.0,146.0
139.0,143.0,130.0
145.0,140.0,130.0
147.0,144.0,131.0
132.0,125.0,139.0
139.0,127.0,133.0
132.0,114.0,127.0
141.0,132.0,143.0
143.0,122.0,142.0
138.0,133.0,143.0
129.0,141.0,124.0
129.0,142.0,137.0
129.0,134.0,144.0
124.0,129.0,137.0
140.0,132.0,143.0
