Default maxiter = 1024; set to maxiter = 4096 
1303.0,1666.0,1409.0
1087.0,1103.0,1060.0
804.0,739.0,824.0
479.0,472.0,483.0
337.0,344.0,335.0
248.0,254.0,243.0
193.0,192.0,183.0
157.0,149.0,146.0
132.0,131.0,133.0
110.0,114.0,113.0
98.0,98.0,99.0
93.0,93.0,95.0
87.0,92.0,87.0
82.0,87.0,81.0
78.0,80.0,78.0
76.0,73.0,76.0
76.0,74.0,76.0
70.0,75.0,74.0
72.0,68.0,70.0
69.0,70.0,68.0
66.0,63.0,66.0
64.0,66.0,66.0
64.0,66.0,62.0
66.0,65.0,64.0
61.0,62.0,61.0
64.0,61.0,63.0
61.0,63.0,66.0
61.0,63.0,60.0
61.0,61.0,61.0
59.0,61.0,61.0
60.0,61.0,61.0
60.0,60.0,59.0
60.0,59.0,59.0
59.0,58.0,58.0
59.0,58.0,58.0
58.0,58.0,60.0
59.0,58.0,58.0
59.0,56.0,58.0
59.0,56.0,57.0
58.0,56.0,57.0
56.0,55.0,59.0
59.0,58.0,57.0
57.0,56.0,56.0
56.0,57.0,55.0
56.0,56.0,57.0
57.0,54.0,55.0
56.0,56.0,54.0
56.0,53.0,55.0
56.0,54.0,58.0
54.0,55.0,53.0
56.0,53.0,53.0
54.0,56.0,56.0
56.0,51.0,57.0
52.0,53.0,57.0
52.0,53.0,53.0
52.0,53.0,53.0
52.0,53.0,51.0
51.0,53.0,51.0
53.0,54.0,52.0
52.0,55.0,52.0
52.0,57.0,52.0
53.0,52.0,52.0
52.0,52.0,51.0
52.0,55.0,53.0
51.0,52.0,52.0
52.0,52.0,51.0
52.0,52.0,54.0
52.0,50.0,50.0
52.0,50.0,51.0
52.0,51.0,53.0
53.0,51.0,50.0
53.0,51.0,49.0
50.0,52.0,52.0
52.0,49.0,51.0
49.0,49.0,51.0
50.0,49.0,51.0
49.0,52.0,52.0
49.0,52.0,51.0
50.0,49.0,50.0
50.0,52.0,50.0
53.0,50.0,49.0
50.0,49.0,49.0
50.0,52.0,52.0
50.0,49.0,52.0
49.0,51.0,48.0
49.0,51.0,49.0
49.0,49.0,48.0
48.0,48.0,51.0
48.0,48.0,50.0
49.0,48.0,49.0
52.0,48.0,48.0
49.0,48.0,50.0
48.0,48.0,48.0
50.0,49.0,49.0
48.0,48.0,48.0
51.0,52.0,48.0
48.0,50.0,49.0
49.0,50.0,49.0
49.0,48.0,48.0
47.0,48.0,47.0
48.0,50.0,48.0
49.0,49.0,50.0
48.0,49.0,49.0
48.0,49.0,46.0
47.0,46.0,49.0
48.0,49.0,48.0
48.0,52.0,48.0
48.0,48.0,48.0
49.0,46.0,47.0
46.0,48.0,46.0
