309.70042029731474,310.0
307.4090399625169,310.0
298.1306079814764,300.01
298.05979834115556,300.01
299.05171982842336,300.01
300.09255586599943,300.01
309.1402530521573,310.0
309.13507068461786,310.0
309.85883842532706,310.0
307.6529866705227,310.0
293.1910819188782,295.96
293.62510543704275,295.96
295.1890658506344,295.96
308.78784732106436,310.0
307.18536721032416,310.0
308.04444726348714,310.0
306.98531521852544,310.0
307.84705108867746,310.0
307.2337154985913,310.0
308.35065402890837,310.0
308.18064886202524,310.0
307.2215235540194,310.0
308.07432489667667,310.0
307.89259904883914,310.0
308.5934071138425,310.0
309.84496156274724,310.0
297.7040341698216,300.01
296.9019625402078,300.01
298.6861784628451,300.01
296.7677098075657,300.01
308.10555716850354,310.0
309.3505162759501,310.0
309.49304383552055,310.0
307.523247521631,310.0
298.88498228886704,300.01
299.8646252994277,301.99
301.2041575611818,301.99
302.31116047491565,301.99
307.63718895507986,310.0
309.5639358493988,310.0
307.9103956004123,310.0
308.5786750648048,310.0
309.7042373027988,310.0
308.8436532413337,310.0
308.1271993591647,310.0
309.56223509728153,310.0
306.75083912343024,310.0
307.8807410571767,310.0
306.6432566104225,310.0
309.54419564699265,310.0
297.7672926441421,300.01
298.14595101867513,299.11
297.2350466630239,299.11
298.23704732107393,299.11
307.4005266026514,310.0
308.2387492899644,310.0
309.51109277849025,310.0
307.99035757343063,310.0
298.87311586753447,300.01
306.89056131248964,310.0
308.5525138589641,310.0
309.7788882853398,310.0
309.447688336583,310.0
307.5330344401022,310.0
