3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,310.0
3.0,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,310.0
537.3769016705155,310.0
3.0,310.0
548.7578550520442,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
546.0489464123344,310.0
3.0,310.0
3.0,310.0
3.0,310.0
3.0,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
462.49088910812253,310.0
3.0,310.0
3.0,310.0
3.0,310.0
561.2414553125691,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,310.0
3.0,310.0
3.0,310.0
3.0,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,310.0
558.733761063535,310.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
3.0,280.0
